District,Block,State,ASSAM AND BENGAL PLAIN  HOT SUBHUMID  TO HUMID  (INCLUSION  OF PERHUMID) ECO-REGION,CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,DECCAN PLATU  HOT SEMI-ARID ECO-REGION,EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,EASTERN HIMALAYAS  WARM PERHUMID ECO-REGION,EASTERN PLAIN  HOT SUBAUMID (MOIST) ECO-REGION,EASTERN PLATEAU (CHHATTISGARH REGION),EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),WESTERN GHATS AND COASTAL PLAIN  HOT HUMID-PERHUMID ECO-REGION,zones_list,zone_count,is_shared,zone_label,display_color
Jagitial,Pegadapalli,TS,0.0,0.0,0.0,177.11602791525277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jagitial,Raikal,TS,0.0,0.0,0.0,251.0985584982538,29.861674150493663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Jagitial,Sarangapur,TS,0.0,0.0,0.0,279.60296533510314,21.501269838348403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Jagitial,Velgatur,TS,0.0,0.0,0.0,194.18805714649395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Bachannapet,TS,0.0,0.0,0.0,231.21724137348045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Devaruppula,TS,0.0,0.0,0.0,208.0211299993098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Ghanpur (Station),TS,0.0,0.0,0.0,367.96180214564833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Jangoan,TS,0.0,0.0,0.0,228.4467421953119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Kodakandla,TS,0.0,0.0,0.0,206.02092935528864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Lingalaghanpur,TS,0.0,0.0,0.0,212.29955166235868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Narmetta,TS,0.0,0.0,0.0,239.11028416956208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Palakurthy,TS,0.0,0.0,0.0,281.2430726309905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Ragunathpally,TS,0.0,0.0,0.0,288.96388494593725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jangoan,Zaffergadh,TS,0.0,0.0,0.0,211.3777687134001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jayashankar Bhupalapally,Bhupalpally,TS,0.0,0.0,0.0,397.57491478934736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jayashankar Bhupalapally,Chityal,TS,0.0,0.0,0.0,345.9015874669466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jayashankar Bhupalapally,Ghanpur (Mulug),TS,0.0,0.0,0.0,127.71105024344588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jayashankar Bhupalapally,Kataram,TS,0.0,0.0,0.0,313.464056788065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jayashankar Bhupalapally,Mahadevpur,TS,0.0,0.0,0.0,572.4548994293783,36.68361577079861,0.0,0.0,0.0,0.0,0.0,9.343851956527542,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid); Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),3,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Jayashankar Bhupalapally,Malharrao,TS,0.0,0.0,0.0,369.1117690675382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jayashankar Bhupalapally,Mogullapally,TS,0.0,0.0,0.0,163.38376471170363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jayashankar Bhupalapally,Mutharam Mahadevpur,TS,0.0,0.0,0.0,723.4359851535141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jayashankar Bhupalapally,Regonda,TS,0.0,0.0,0.0,247.8960324567444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Alampur,TS,0.0,0.0,0.0,296.93668284678824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Dharoor,TS,0.0,0.0,0.0,350.1654474743034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Gadwal,TS,0.0,0.0,0.0,288.54626552345934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Ghattu,TS,0.0,0.0,0.0,369.49853555519945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Ieeja,TS,0.0,0.0,0.0,320.71147339504046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Itikyala,TS,0.0,0.0,0.0,305.95029417651165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Maldakal,TS,0.0,0.0,0.0,282.77365665897145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Manopad,TS,0.0,0.0,0.0,302.369789748992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Jogulamba Gadwal,Waddepally,TS,0.0,0.0,0.0,280.65777115626594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Kamareddy,Banswada,TS,0.0,0.0,0.0,0.0,164.01198721982823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kamareddy,Bhiknoor,TS,0.0,0.0,0.0,55.8610904739696,156.0583672520306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Kamareddy,Bichkunda,TS,0.0,0.0,0.0,2.2528679465222328,294.3368846127768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Kamareddy,Birkur,TS,0.0,0.0,0.0,0.0,201.746946066172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kamareddy,Domakonda,TS,0.0,0.0,0.0,17.227315876701248,159.3133702811714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Kamareddy,Gandhari,TS,0.0,0.0,0.0,0.0,367.7555446470657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kamareddy,Jukkal,TS,0.0,0.0,0.0,1.8061659328505064,256.4883230360172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Kamareddy,Kamareddy,TS,0.0,0.0,0.0,0.0,141.58861937478494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kamareddy,Lingampet,TS,0.0,0.0,0.0,0.0,276.7505572593151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kamareddy,Machareddy,TS,0.0,0.0,0.0,0.0,355.19904953237005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kamareddy,Madnoor,TS,0.0,0.0,0.0,0.0,254.08505920350743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kamareddy,Nagireddypet,TS,0.0,0.0,0.0,36.03094587373693,128.85085310160315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Kamareddy,Nizamsagar,TS,0.0,0.0,0.0,12.648387566118553,263.21132585343577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Kamareddy,Pitlam,TS,0.0,0.0,0.0,20.810640677697474,188.5691564294613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Kamareddy,Sadashivanagar,TS,0.0,0.0,0.0,0.0,304.76299400777714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kamareddy,Tadwai,TS,0.0,0.0,0.0,7.426353571987566,271.19577865968387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid); Deccan Plateau (Semi-Arid),2,True,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
Kamareddy,Yellareddy,TS,0.0,0.0,0.0,0.0,218.45638222573947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Karimnagar,Chigurumamidi,TS,0.0,0.0,0.0,165.54948246793674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Choppadandi,TS,0.0,0.0,0.0,159.20202367771083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Gangadhara,TS,0.0,0.0,0.0,195.73027354750923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Huzurabad,TS,0.0,0.0,0.0,148.98338889572307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Jammikunta,TS,0.0,0.0,0.0,245.3681721075949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Karimnagar Rural,TS,0.0,0.0,0.0,256.3089658250167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Manakondur,TS,0.0,0.0,0.0,245.84093433505737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Ramadugu,TS,0.0,0.0,0.0,147.57321702093154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Shankarapatnam,TS,0.0,0.0,0.0,164.98013440592564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Thimmapur Lmd,TS,0.0,0.0,0.0,162.35999161462203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,V.Saidapur,TS,0.0,0.0,0.0,152.384687301052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Karimnagar,Veenavanka,TS,0.0,0.0,0.0,162.0769608685255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Bonakal,TS,0.0,0.0,0.0,176.14967451727262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Chinthakani,TS,0.0,0.0,0.0,215.5004960760114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Enkoor,TS,0.0,0.0,0.0,207.5958270481202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Kalluru,TS,0.0,0.0,0.0,270.15369997475324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Kamepalli,TS,0.0,0.0,0.0,202.67190620071992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Khammam (Rural),TS,0.0,0.0,0.0,256.5295811073464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Konijerla,TS,0.0,0.0,0.0,258.14251196945344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Kusumanchi,TS,0.0,0.0,0.0,239.33611391266163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Madhira,TS,0.0,0.0,0.0,234.39193916434843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Mudigonda,TS,0.0,0.0,0.0,206.52685890857165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Nelakondapalli,TS,0.0,0.0,0.0,209.48792518479684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Penuballi,TS,0.0,0.0,0.0,280.5901552411632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Raghunadhapalem,TS,0.0,0.0,0.0,255.1587339464372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Sathupalli,TS,0.0,0.0,0.0,250.90315791597405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Singareni,TS,0.0,0.0,0.0,307.24478288523113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Thallada,TS,0.0,0.0,0.0,213.8790623349728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Tirumalayapalem,TS,0.0,0.0,0.0,273.31199435684607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Vemsoor,TS,0.0,0.0,0.0,229.74481831568087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Wyra,TS,0.0,0.0,0.0,150.93357050043306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Khammam,Yerrupalem,TS,0.0,0.0,0.0,285.7964001769138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),1,False,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Kumuram Bheem Asifabad,Asifabad,TS,0.0,0.0,0.0,0.0,417.2153402215967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kumuram Bheem Asifabad,Bejjur,TS,0.0,0.0,0.0,0.0,760.7420670887345,0.0,0.0,0.0,0.0,0.0,0.1951623200960024,0.0,0.0,Deccan Plateau (Semi-Arid); Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Kumuram Bheem Asifabad,Dahegoan,TS,0.0,0.0,0.0,0.0,400.7035920337192,0.0,0.0,0.0,0.0,0.0,0.8782429655037343,0.0,0.0,Deccan Plateau (Semi-Arid); Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Kumuram Bheem Asifabad,Jainoor,TS,0.0,0.0,0.0,0.0,227.85697275719664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Kumuram Bheem Asifabad,Kagaznagar,TS,0.0,0.0,0.0,0.0,509.46275452568455,0.0,0.0,0.0,0.0,0.0,0.3382654341502288,0.0,0.0,Deccan Plateau (Semi-Arid); Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Kumuram Bheem Asifabad,Kerameri,TS,0.0,0.0,0.0,0.0,389.2988656830929,0.0,0.0,0.0,0.0,0.0,2.278834082005208,0.0,0.0,Deccan Plateau (Semi-Arid); Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
